review_score,avg_revenue
1.0,149.4049668466744
1.5,90.97888888888889
2.0,136.6841334686628
2.5,97.99125
3.0,130.23237634182277
3.333333333333333,42.11
3.5,125.350625
4.0,139.11363841914363
4.333333333333333,42.77
4.5,102.1327536231884
5.0,141.0421000316556
